,condition,date,price_log,bedrooms,bathrooms,waterfront,sqft_living,floors,zipcode,grade_int,yr_built
7878,Average,2014-11-10,13.477937715899028,3,2.0,0.0,1720,2.0,98112,8,1908
7879,Very Good,2015-03-25,14.457364444136669,4,2.25,1.0,3020,1.5,98040,10,1916
7880,Average,2014-10-28,12.992254692057308,5,2.0,0.0,2610,1.0,98117,7,1988
7881,Average,2014-09-26,12.959844447906553,3,2.0,0.0,1500,1.0,98027,7,1981
7882,Average,2014-08-25,12.439166527697552,4,2.5,0.0,2600,1.5,98003,7,1961
7883,Good,2014-05-12,12.128111104060462,3,1.5,0.0,1370,1.0,98092,7,1961
7884,Good,2014-09-23,12.915462201635984,5,2.75,0.0,2400,1.0,98074,7,1974
7885,Average,2014-06-30,12.400816722322686,2,1.5,0.0,1068,2.0,98028,7,1990
7886,Good,2014-12-01,13.122363377404328,3,1.5,0.0,2220,1.0,98006,8,1962
7887,Good,2015-05-13,12.229545001715316,2,1.0,0.0,880,1.0,98198,7,1942
7888,Good,2014-09-09,12.310432660854417,3,1.5,0.0,1310,1.0,98042,7,1968
7889,Average,2014-05-23,12.206072645530174,4,1.0,0.0,1350,1.0,98055,7,1966
7890,Average,2014-10-21,12.813117127036707,3,2.25,0.0,1400,3.0,98133,8,2006
7891,Average,2015-05-14,12.117241431823558,3,1.0,0.0,1170,1.0,98188,7,1962
7892,Average,2014-12-10,12.611537753638338,3,2.5,0.0,1020,2.0,98144,7,2004
7893,Average,2014-08-19,12.818551923022664,3,1.75,0.0,1300,1.0,98133,7,1985
7894,Good,2014-07-31,12.84792653170257,3,2.0,0.0,2010,2.0,98133,6,1929
7895,Good,2015-02-03,13.045482333068371,3,2.0,0.0,1590,2.0,98125,6,1985
7896,Average,2014-12-08,13.071070083016778,3,1.0,0.0,1470,1.0,98034,7,1963
7897,Good,2015-03-24,12.323855681186558,3,1.75,0.0,1580,1.0,98001,7,1981
7898,Average,2015-05-11,12.823957341589573,3,1.75,0.0,1970,1.0,98058,8,1968
7899,Average,2014-08-27,13.345506928718539,3,2.5,0.0,2330,2.0,98116,8,2003
7900,Average,2014-09-23,14.978661367769956,6,5.0,0.0,7100,2.5,98199,13,1933
7901,Average,2015-01-29,12.70381302974751,3,1.75,0.0,1230,1.0,98045,7,1980
7902,Good,2015-02-10,13.359804233419363,3,1.75,0.0,2570,2.0,98177,7,1962
7903,Average,2014-11-07,13.331002242515657,4,2.5,0.0,3440,2.0,98038,10,2006
7904,Average,2015-04-24,14.414347059052979,3,2.25,0.0,3330,2.0,98004,9,1968
7905,Average,2015-03-19,12.983101310070822,4,2.25,0.0,1780,2.0,98072,7,2002
7906,Average,2015-04-15,12.676076274775909,4,2.5,0.0,2110,2.0,98030,8,2000
7907,Average,2015-01-14,13.617059619240436,4,3.5,0.0,2770,2.0,98074,9,2002
7908,Average,2014-08-22,12.644327576461329,3,2.5,0.0,1590,2.0,98019,7,2000
7909,Average,2014-12-02,13.003016619771763,3,2.25,0.0,1460,2.0,98199,7,2003
7910,Good,2014-06-05,13.58609739363647,4,2.25,0.0,2070,1.0,98040,8,1967
7911,Good,2014-11-04,13.071070083016778,3,2.5,0.0,2420,1.0,98003,8,1957
7912,Good,2014-05-15,13.279367126213993,5,1.75,0.0,2000,2.0,98103,7,1921
7913,Good,2014-07-29,12.66032791780777,2,1.0,0.0,1010,2.0,98056,7,1981
7914,Average,2014-09-17,13.36138027787483,4,2.5,0.0,3050,2.0,98029,8,1989
7915,Average,2014-05-28,12.628067055589549,3,1.0,0.0,1160,1.0,98077,7,1968
7916,Very Good,2014-05-16,13.573438996764546,3,2.0,0.0,2180,1.0,98103,7,1904
7917,Average,2014-10-24,13.17115354157376,3,1.75,0.0,1560,1.0,98199,6,1944
7918,Good,2015-01-20,13.193753373491,4,1.75,0.0,1580,1.0,98117,7,1910
7919,Average,2015-02-17,12.54236629477704,3,1.75,0.0,1660,1.0,98058,7,1974
7920,Average,2014-12-08,13.398478813484644,4,2.0,0.0,2350,2.0,98005,8,1977
7921,Average,2014-08-21,12.220961258023925,2,1.0,0.0,1440,1.0,98023,7,1980
7922,Average,2014-09-09,13.570249201396445,4,2.5,0.0,2930,2.0,98074,9,2005
7923,Average,2014-06-10,12.429216196844383,3,1.75,0.0,1590,1.0,98031,7,1984
7924,Good,2014-08-05,12.538967060803502,3,1.0,0.0,1400,1.0,98056,7,1955
7925,Good,2014-11-25,13.406037428458571,6,2.5,0.0,3190,2.0,98052,8,1979
7926,Good,2014-09-17,14.880221294956703,4,3.25,0.0,4580,2.0,98109,11,1991
7927,Very Good,2015-03-30,12.84397135185964,4,2.0,0.0,1830,1.0,98118,7,1953
7928,Average,2014-05-07,13.190022025878143,3,1.75,0.0,2720,1.5,98014,9,1988
7929,Average,2014-07-16,13.16158409055761,2,1.0,0.0,1360,1.0,98034,7,1932
7930,Very Good,2015-05-04,12.821123140353697,3,2.0,0.0,1520,1.0,98106,6,1943
7931,Average,2014-09-24,13.208541073645382,3,2.25,0.0,2290,2.0,98075,8,1981
7932,Average,2015-05-04,12.793859310432293,3,2.5,0.0,2150,2.0,98058,8,1991
7933,Good,2014-08-05,13.541073712262515,3,1.5,0.0,1170,1.0,98004,7,1955
7934,Good,2014-09-16,13.017002861746503,3,1.75,0.0,1830,1.0,98115,7,1939
7935,Average,2014-05-02,13.32530422140102,4,2.5,0.0,2730,2.0,98011,9,1991
7936,Good,2014-07-01,12.542544882151386,3,1.0,0.0,1090,1.0,98056,7,1962
7937,Average,2015-04-14,13.527828485512494,3,2.5,0.0,2560,2.0,98027,9,1993
7938,Good,2014-07-15,12.375815420117268,3,1.0,0.0,1160,1.0,98056,7,1958
7939,Very Good,2014-10-14,12.997933299026151,2,1.75,0.0,1010,1.5,98105,7,1919
7940,Good,2015-01-26,12.43320821811392,3,2.0,0.0,1650,1.0,98038,7,1989
7941,Average,2014-12-29,12.206072645530174,3,1.0,0.0,2120,1.0,98168,7,1942
7942,Average,2014-06-16,12.712890247898626,1,1.0,0.0,960,1.0,98112,7,1908
7943,Average,2014-08-26,12.902962812368953,3,2.5,0.0,1509,3.0,98133,8,2014
7944,Very Good,2014-09-26,13.279367126213993,4,1.75,0.0,2270,1.0,98155,8,1957
7945,Average,2014-07-02,12.736700896592344,4,2.5,0.0,1954,2.0,98055,8,2005
7946,Average,2015-01-12,13.732128949025222,3,3.5,0.0,2800,1.0,98053,9,2005
7947,Average,2014-06-13,11.938193200374572,3,1.0,0.0,1270,1.5,98178,6,1944
7948,Average,2015-01-05,12.611371073081239,4,2.25,0.0,1810,1.0,98023,7,1986
7949,Average,2015-05-12,12.994530005894443,4,2.5,0.0,2410,2.0,98058,8,1983
7950,Average,2014-09-15,12.587927887999204,3,2.5,0.0,1690,2.0,98038,7,2003
7951,Average,2015-03-29,12.220961258023925,3,1.75,0.0,1190,1.0,98178,7,1952
7952,Average,2015-03-20,12.170445467887022,2,1.75,0.0,1280,1.0,98002,7,1991
7953,Average,2015-03-16,12.628067055589549,3,1.75,0.0,1460,1.0,98155,7,1965
7954,Average,2014-05-02,13.112313041550827,4,1.75,0.0,1600,1.0,98125,8,1959
7955,Average,2014-09-02,12.948009990259552,3,1.75,0.0,1770,1.0,98125,7,1952
7956,Average,2014-09-05,13.252514061869373,4,2.5,0.0,2800,1.0,98177,8,1971
7957,Average,2014-05-15,13.337474757021274,4,2.5,0.0,2680,2.0,98029,9,1989
7958,Good,2014-12-11,13.051940913107783,3,1.75,0.0,1680,1.0,98006,7,1959
7959,Average,2015-03-24,12.781280528225432,3,1.0,0.0,1120,1.0,98034,7,1962
7960,Good,2015-05-08,13.440817108522863,2,1.0,0.0,1040,1.0,98033,6,1955
7961,Good,2015-04-11,12.976412321920025,3,2.25,0.0,1790,2.0,98052,8,1975
7962,Average,2014-07-21,13.122363377404328,3,2.5,0.0,2410,1.5,98006,8,1976
7963,Good,2014-10-10,13.444446876573442,5,3.25,0.0,3370,2.0,98029,8,1988
7964,Good,2015-01-02,12.765688433465597,2,1.0,0.0,800,1.0,98118,6,1949
7965,Average,2014-06-10,12.498742259492994,2,1.0,0.0,1380,1.0,98108,7,1943
7966,Fair,2014-06-19,11.695247021764184,2,1.0,0.0,990,1.0,98042,4,1945
7967,Average,2015-02-18,12.560244459250788,4,2.5,0.0,1800,2.0,98022,7,1994
7968,Good,2014-10-08,12.80765263256463,4,1.5,0.0,1820,1.0,98006,7,1955
7969,Average,2015-04-08,13.36138027787483,3,2.5,0.0,2620,2.0,98053,7,2002
7970,Average,2014-07-08,13.353475098367715,2,2.5,0.0,2290,2.0,98029,9,2005
7971,Average,2015-03-05,13.017002861746503,4,3.0,0.0,2200,2.0,98103,7,1968
7972,Good,2015-03-04,13.287877815881902,4,2.5,0.0,2940,1.0,98074,8,1974
7973,Average,2014-09-09,13.704578997256993,2,1.75,0.0,1700,1.0,98199,8,1950
7974,Good,2014-05-14,11.982929094215963,3,1.0,0.0,860,1.0,98030,6,1963
7975,Average,2014-09-30,13.16158409055761,2,1.0,0.0,910,1.0,98107,7,1924
7976,Good,2014-08-06,12.976180867226248,4,3.25,0.0,2820,2.0,98058,8,1976
7977,Good,2014-05-19,11.862172893080164,2,1.0,0.0,930,1.0,98056,5,1942
7978,Very Good,2014-07-14,13.795307850646754,4,2.0,0.0,2190,2.5,98103,8,1910
7979,Average,2015-04-16,14.070152776337855,4,2.5,0.0,3430,2.0,98033,9,2014
7980,Average,2014-11-17,13.514405465180353,4,2.75,0.0,2560,1.0,98115,8,1959
7981,Good,2014-10-10,12.345834587905333,2,1.0,0.0,770,1.0,98106,6,1948
7982,Average,2014-06-23,15.03928598958639,3,4.5,1.0,5230,2.0,98040,10,2005
7983,Good,2015-04-08,13.76894292214794,3,2.25,0.0,2440,1.0,98008,8,1974
7984,Good,2015-03-16,13.340695371721317,3,1.5,0.0,1650,1.5,98122,8,1929
7985,Average,2015-03-03,11.407564949312402,1,1.0,0.0,780,1.0,98108,5,1905
7986,Average,2014-10-29,12.742566016044742,3,3.0,0.0,1260,3.0,98103,8,1998
7987,Average,2014-07-29,12.628067055589549,4,2.5,0.0,2320,2.0,98042,7,2007
7988,Average,2014-08-20,12.468052220629582,4,2.75,0.0,1560,1.0,98001,7,1979
7989,Average,2014-08-27,12.948009990259552,3,2.0,0.0,2330,1.5,98146,6,1934
7990,Average,2015-03-04,12.429216196844383,2,1.0,0.0,1400,1.5,98168,6,1929
7991,Good,2015-03-23,12.429016176841717,3,1.5,0.0,1450,1.0,98198,7,1961
7992,Good,2015-02-17,12.201060103706629,2,1.0,0.0,1140,1.0,98055,6,1932
7993,Good,2015-04-07,12.780436290100152,3,1.0,0.0,1120,1.0,98146,7,1954
7994,Good,2014-09-09,12.959844447906553,3,1.5,0.0,1970,1.0,98155,7,1955
7995,Average,2014-11-12,12.84660987581782,3,1.0,0.0,1110,1.0,98052,7,1980
7996,Average,2014-08-19,13.664687668229691,4,2.5,0.0,3070,2.0,98033,9,2009
7997,Average,2014-05-12,12.721885810807203,3,2.5,0.0,1940,2.0,98058,8,2004
7998,Average,2014-11-05,13.670484785914017,3,2.5,0.0,3050,2.0,98074,10,1997
7999,Average,2015-04-08,12.873902018105829,3,1.0,0.0,1240,1.5,98144,7,1902
8000,Average,2014-09-09,13.253303916664924,5,4.25,0.0,3380,2.0,98148,8,2014
8001,Average,2015-02-05,13.11332263275218,3,2.5,0.0,3190,2.0,98059,9,2006
8002,Average,2014-12-11,13.074223002076394,4,1.75,0.0,1670,1.0,98118,7,1953
8003,Average,2014-08-12,12.47227568630483,3,1.0,0.0,1660,1.0,98056,7,1957
8004,Very Good,2014-08-22,12.834681304952548,4,2.0,0.0,2070,1.0,98006,7,1955
8005,Very Good,2015-04-22,13.217673557208654,4,2.0,0.0,2070,1.0,98006,7,1955
8006,Average,2014-07-23,12.345834587905333,2,1.0,0.0,1430,1.0,98118,7,1949
8007,Good,2015-02-04,13.174481331666435,5,2.5,0.0,2270,1.0,98028,8,1963
8008,Good,2015-03-04,13.314635265051452,3,2.0,0.0,1980,1.5,98033,6,1911
8009,Average,2015-04-24,12.817195990611529,4,2.75,0.0,2500,1.0,98031,8,1977
8010,Average,2014-09-29,12.524526376648708,3,1.0,0.0,1230,1.0,98070,7,1973
8011,Average,2015-04-22,12.742566016044742,4,1.0,0.0,1390,1.5,98155,7,1955
8012,Average,2015-03-27,12.535736040222057,4,1.75,0.0,2120,1.0,98023,7,1978
8013,Good,2014-10-28,13.017002861746503,4,2.75,0.0,1540,1.0,98126,7,1929
8014,Average,2014-08-25,12.765545566117686,4,2.5,0.0,2000,2.0,98058,7,2005
8015,Average,2015-04-10,12.959844447906553,4,2.5,0.0,2400,2.0,98038,8,2001
8016,Average,2014-06-26,12.983101310070822,4,2.75,0.0,2110,1.0,98011,7,1962
8017,Good,2014-06-26,13.038981768465277,4,2.5,0.0,2550,1.0,98155,7,1961
8018,Good,2014-12-22,12.685407602204794,4,1.75,0.0,1440,1.0,98155,7,1963
8019,Average,2015-04-30,12.691580461311874,2,1.0,0.0,810,1.0,98106,6,1944
8020,Good,2014-08-13,13.081541382884074,2,1.75,0.0,1170,1.0,98117,6,1924
8021,Average,2015-04-30,14.100689500197937,3,2.5,0.0,3590,1.0,98005,9,1958
8022,Average,2015-04-27,12.254862809699606,4,1.75,0.0,2090,1.0,98178,7,1956
8023,Average,2015-04-01,13.732128949025222,5,4.5,0.0,3820,2.0,98116,9,2000
8024,Average,2014-12-02,12.896716695872,3,1.0,0.0,1460,1.0,98125,8,1959
8025,Very Good,2014-08-18,13.35624902525044,3,1.75,0.0,2360,1.0,98117,7,1940
8026,Average,2015-03-26,12.122691036591123,3,1.0,0.0,1100,1.0,98023,6,1962
8027,Average,2015-04-16,12.71589776896258,4,2.5,0.0,2100,2.0,98058,8,1974
8028,Average,2014-06-20,12.292250341771226,2,2.0,0.0,1310,2.0,98038,6,2004
8029,Very Good,2015-02-24,12.461896336233012,2,1.5,0.0,750,1.0,98118,5,1919
8030,Average,2014-07-15,13.560618308335483,5,1.5,0.0,1720,1.5,98103,8,1915
8031,Average,2014-06-11,13.151922179645874,3,2.5,0.0,3370,2.0,98133,7,1951
8032,Average,2014-06-24,13.028052697933088,2,1.5,0.0,1200,2.0,98144,8,2015
8033,Very Good,2015-02-18,12.994530005894443,3,2.5,0.0,1830,2.5,98155,7,1954
8034,Average,2014-06-19,14.180153671552183,3,3.5,0.0,3870,2.0,98102,11,2002
8035,Good,2014-07-14,13.652991628466498,3,2.25,0.0,2220,2.0,98122,8,1919
8036,Average,2015-05-01,13.081541382884074,3,1.75,0.0,2920,1.0,98028,8,1961
8037,Average,2014-11-26,12.948009990259552,5,2.75,0.0,2540,1.0,98058,8,1980
8038,Average,2014-09-12,12.9190224533863,3,1.75,0.0,1970,1.0,98072,7,1976
8039,Average,2014-08-20,12.535376392672774,5,1.75,0.0,2170,1.0,98003,7,1962
8040,Average,2015-01-22,13.997832114758229,3,3.0,0.0,2350,2.0,98112,9,2001
8041,Average,2014-06-13,13.025852477023484,4,2.25,0.0,2630,2.0,98042,9,1979
8042,Average,2015-04-17,14.430696197054507,4,2.5,1.0,4120,1.0,98006,8,1965
8043,Average,2015-05-05,13.120361374733656,4,2.25,0.0,2440,2.0,98065,7,2007
8044,Average,2015-02-18,13.287877815881902,5,3.0,0.0,3480,2.0,98059,8,2012
8045,Average,2014-07-30,12.86099861326992,3,3.5,0.0,1900,2.0,98108,8,1999
8046,Average,2014-09-24,14.038654109278484,4,3.25,0.0,3160,2.0,98034,9,2011
8047,Good,2014-09-24,12.217012585568508,2,1.75,0.0,1330,1.0,98198,8,1979
8048,Average,2015-03-11,13.017002861746503,3,2.25,0.0,1420,1.0,98033,7,1976
8049,Good,2015-05-08,12.983101310070822,3,2.0,0.0,2570,1.5,98038,8,1986
8050,Good,2015-02-04,13.217673557208654,2,1.0,0.0,1270,1.0,98042,5,1908
8051,Average,2015-05-04,12.796633237315017,3,2.25,0.0,2470,1.0,98178,7,1973
8052,Average,2015-01-20,13.541073712262515,4,2.25,0.0,2590,2.0,98006,9,1979
8053,Average,2014-06-16,13.71236979904476,4,2.5,0.0,3030,2.0,98033,9,2003
8054,Good,2015-04-11,13.132313708257497,3,1.75,0.0,1240,1.5,98116,7,1951
8055,Good,2015-02-25,12.206072645530174,3,1.0,0.0,1040,1.0,98023,6,1961
8056,Good,2015-02-04,12.468436909997665,5,2.25,0.0,2320,1.0,98001,7,1967
8057,Fair,2014-09-25,12.94084150078094,2,1.0,0.0,1190,1.5,98117,7,1928
8058,Good,2015-02-02,12.568978139219542,3,2.25,0.0,2030,1.0,98023,8,1986
8059,Average,2015-04-07,13.017002861746503,3,1.5,0.0,1390,1.0,98033,7,1961
8060,Average,2015-01-30,13.623138665316818,2,1.75,0.0,2050,1.5,98119,8,1979
8061,Good,2014-08-27,14.207552645740298,4,3.0,0.0,3050,2.0,98112,9,1926
8062,Average,2015-02-25,12.675920012567607,2,1.0,0.0,1240,1.5,98118,6,1921
8063,Good,2014-08-28,13.432784936825598,4,2.5,0.0,3030,2.0,98072,9,1981
8064,Average,2015-05-06,13.235692062711331,3,1.75,0.0,1930,1.0,98119,8,1956
8065,Average,2014-12-30,12.765688433465597,3,1.75,0.0,1490,1.0,98155,7,1985
8066,Good,2014-10-28,12.506177237980511,3,2.0,0.0,1510,1.0,98022,7,1995
8067,Average,2015-03-05,12.556729517143344,3,1.75,0.0,1320,1.0,98092,7,1990
8068,Average,2014-07-14,12.637855061955712,4,2.5,0.0,2330,2.0,98031,8,2004
8069,Very Good,2014-05-29,13.017002861746503,4,2.0,0.0,2240,1.0,98106,7,1956
8070,Good,2014-06-18,13.199324418540456,4,2.5,0.0,2050,2.0,98077,8,1989
8071,Average,2014-06-10,12.84792653170257,4,1.5,0.0,1680,1.0,98177,7,1959
8072,Average,2015-02-24,13.166380262821104,4,2.75,0.0,2200,1.5,98014,7,1971
8073,Good,2014-10-21,11.678439903447801,1,1.0,0.0,670,1.0,98038,6,1978
8074,Good,2015-04-23,12.543972434142573,4,1.75,0.0,1730,1.0,98003,7,1968
8075,Good,2014-09-03,13.473020249017498,4,2.75,0.0,2710,1.5,98075,8,1995
8076,Good,2014-09-10,13.487006490992238,3,3.25,0.0,3410,2.0,98014,8,1993
8077,Average,2014-05-05,13.57598352739954,3,1.75,0.0,1330,1.0,98004,8,1961
8078,Average,2015-03-30,13.193753373491,4,2.5,0.0,1990,2.0,98034,8,2012
8079,Very Good,2014-11-03,13.38472764187182,2,1.5,0.0,1900,1.0,98144,7,1916
8080,Average,2015-01-06,11.946005740111366,4,1.0,0.0,1310,1.0,98146,6,1948
8081,Average,2015-01-15,12.380025952653611,4,2.5,0.0,1690,1.0,98023,7,1979
8082,Average,2014-08-04,12.562522564152609,3,1.0,0.0,1040,1.0,98155,7,1953
8083,Average,2014-08-07,13.092934566713517,2,1.5,0.0,1340,2.0,98122,8,2006
8084,Average,2015-01-26,12.66032791780777,2,1.0,0.0,1120,1.0,98155,7,1942
8085,Average,2014-06-17,15.35666962964508,5,6.75,1.0,9640,1.0,98040,12,1983
8086,Very Good,2014-11-17,13.348701819615057,3,2.0,0.0,2310,2.0,98033,7,1965
8087,Average,2015-04-10,13.17115354157376,3,2.5,0.0,2190,2.0,98027,8,1994
8088,Average,2014-09-19,13.173056491719846,3,3.25,0.0,1220,2.0,98105,8,2014
8089,Good,2015-03-27,13.081541382884074,3,1.5,0.0,1200,1.0,98115,7,1910
8090,Average,2014-10-08,13.785051350479566,3,3.5,0.0,3840,2.0,98077,9,1996
8091,Good,2014-08-11,13.369223455335854,4,2.5,0.0,2460,1.0,98177,8,1965
8092,Average,2014-06-27,12.538967060803502,3,2.5,0.0,1630,1.0,98042,8,1985
8093,Very Good,2014-07-10,12.621488084491506,2,2.0,0.0,970,1.0,98146,6,1940
8094,Very Good,2014-06-25,12.66032791780777,4,2.0,0.0,1780,1.5,98178,6,1918
8095,Good,2015-03-25,12.72635342806692,4,1.75,0.0,1760,1.0,98058,7,1979
8096,Average,2014-11-13,12.003038047138677,2,1.0,0.0,770,1.0,98118,6,1951
8097,Average,2015-02-18,13.005717195285008,3,1.0,0.0,1760,1.0,98011,7,1962
8098,Average,2014-08-01,12.560244459250788,2,1.0,0.0,990,2.0,98144,7,1998
8099,Average,2015-03-17,12.821258284620408,2,1.0,0.0,1250,1.0,98115,7,1938
8100,Average,2014-12-15,12.706847933442663,3,2.25,0.0,1440,2.0,98106,7,1997
8101,Very Good,2014-08-20,12.886641043883259,2,2.0,0.0,1960,1.0,98108,7,1950
8102,Good,2015-04-16,12.994530005894443,6,3.0,0.0,2510,1.0,98108,7,1944
8103,Average,2014-05-03,13.345506928718539,4,2.75,0.0,2920,2.0,98059,8,2012
8104,Average,2014-09-29,12.983101310070822,3,2.5,0.0,1730,2.0,98045,8,1991
8105,Average,2014-11-18,12.611371073081239,3,2.5,0.0,1570,2.0,98019,7,2005
8106,Good,2014-09-29,13.235692062711331,2,1.75,0.0,970,1.0,98199,7,1944
8107,Average,2014-05-20,12.84792653170257,4,3.0,0.0,2800,2.0,98038,8,2002
8108,Fair,2014-05-19,12.71589776896258,4,2.0,0.0,1580,2.0,98144,6,1906
8109,Average,2014-06-10,13.120361374733656,2,1.0,0.0,1220,1.0,98117,7,1926
8110,Average,2015-02-24,12.863592648446968,3,1.5,0.0,1550,1.0,98118,6,1980
8111,Average,2014-09-22,12.67794951915759,3,2.0,0.0,1220,1.0,98166,6,1947
8112,Average,2014-06-10,12.560244459250788,2,2.0,0.0,1651,1.0,98070,6,1946
8113,Average,2014-09-09,13.017002861746503,7,4.0,0.0,3150,2.0,98118,8,2013
8114,Average,2014-12-18,12.072541252905651,2,1.0,0.0,800,1.0,98030,5,1933
8115,Average,2015-04-21,13.20817403381744,5,2.75,0.0,3190,2.0,98058,9,2004
8116,Good,2015-01-21,12.301382825334498,3,1.75,0.0,1720,1.0,98092,7,1981
8117,Average,2014-09-05,12.832011076396668,2,2.25,0.0,1100,2.0,98118,9,2009
8118,Average,2015-02-27,12.206072645530174,3,2.0,0.0,1010,1.0,98031,7,1984
8119,Average,2015-05-06,12.468244583811861,3,2.0,0.0,1010,1.0,98031,7,1984
8120,Average,2014-07-22,12.449018824140563,4,2.75,0.0,1760,1.0,98023,7,1971
8121,Average,2015-03-23,13.010313873595706,3,1.75,0.0,1400,1.0,98034,7,1975
8122,Average,2015-03-19,12.567237494741757,3,2.5,0.0,1820,1.5,98022,7,1926
8123,Very Good,2014-09-30,12.751154757974255,3,2.0,0.0,1470,1.0,98133,6,1932
8124,Average,2014-10-10,12.26434155365415,2,1.0,0.0,770,1.0,98024,6,1921
8125,Average,2014-07-23,12.959844447906553,5,2.75,0.0,1340,1.0,98034,7,1962
8126,Average,2014-09-04,12.043553716032399,1,1.0,0.0,480,1.0,98065,5,1922
8127,Good,2015-02-12,13.244581010128577,3,1.0,0.0,1260,1.5,98103,7,1928
8128,Average,2014-06-23,12.363076394339839,2,1.0,0.0,870,1.0,98146,6,1940
8129,Very Good,2014-10-09,14.227620208791107,3,2.5,0.0,4010,1.0,98006,11,1983
8130,Average,2015-01-26,12.751299696013497,3,2.5,0.0,2340,1.0,98188,7,1993
8131,Average,2015-04-27,12.936033799212835,3,2.75,0.0,1770,2.0,98065,8,2009
8132,Very Good,2014-10-10,13.541073712262515,5,1.75,0.0,2660,1.5,98115,7,1922
8133,Good,2015-02-26,13.089840185698769,5,2.5,0.0,3600,2.0,98166,9,1976
8134,Average,2014-09-26,12.793859310432293,2,1.75,0.0,1230,2.0,98029,8,2006
8135,Average,2015-02-24,13.681979165339751,3,2.75,0.0,3270,1.5,98077,11,1988
8136,Average,2014-05-14,13.742939865129438,3,2.5,0.0,3100,1.0,98177,10,1954
8137,Very Good,2014-05-16,12.429216196844383,3,2.0,0.0,1900,1.0,98038,7,1966
8138,Average,2015-04-21,12.884106188280072,2,2.0,0.0,1750,2.0,98065,8,2012
8139,Average,2015-01-22,13.670484785914017,4,3.5,0.0,3380,2.0,98074,9,2007
8140,Average,2014-09-12,13.076319438902923,2,2.0,0.0,2090,2.0,98116,7,1918
8141,Good,2014-12-17,14.038654109278484,4,2.75,0.0,4120,1.0,98116,8,1947
8142,Average,2014-08-27,12.506177237980511,3,1.75,0.0,1260,1.0,98155,6,1947
8143,Good,2015-04-28,13.248114582709889,3,2.25,0.0,1800,1.0,98052,8,1974
8144,Good,2014-06-02,13.36138027787483,3,2.5,0.0,1960,1.0,98118,8,1940
8145,Good,2014-09-11,14.44144898883077,6,2.75,0.0,4460,2.5,98105,10,1930
8146,Good,2014-06-10,12.117241431823558,3,1.75,0.0,1330,1.0,98092,7,1973
8147,Average,2015-04-29,12.644111424069825,3,1.75,0.0,1820,1.0,98042,6,1950
8148,Good,2015-03-25,13.759786409191912,4,2.75,0.0,3360,1.0,98006,8,1973
8149,Average,2014-05-22,13.128345449081877,2,1.75,1.0,2860,1.0,98023,8,1948
8150,Good,2014-08-14,12.301382825334498,3,1.0,0.0,1460,1.0,98055,7,1957
8151,Average,2015-04-01,12.721885810807203,3,1.75,0.0,1900,1.0,98092,8,1987
8152,Good,2015-04-22,13.38472764187182,3,2.25,0.0,1790,1.0,98075,7,1969
8153,Average,2015-02-03,13.144124869185841,4,3.5,0.0,3100,2.0,98031,10,2005
8154,Good,2014-12-17,12.524526376648708,2,1.0,0.0,900,1.0,98045,6,1938
8155,Good,2015-04-03,13.264296873292995,2,1.75,0.0,1530,2.0,98107,7,1989
8156,Average,2015-03-19,14.187074114396758,2,3.25,1.0,2070,2.0,98075,9,1988
8157,Average,2014-06-19,12.133501952695338,3,2.0,0.0,1340,1.0,98002,5,1912
8158,Average,2015-05-05,13.392543174719968,1,1.0,0.0,1220,1.0,98115,7,1922
8159,Average,2014-05-05,12.70076888736628,4,2.5,0.0,2370,2.0,98092,9,1998
8160,Average,2015-03-10,12.996800154428984,3,2.5,0.0,1890,1.0,98133,8,1973
8161,Good,2015-04-14,12.821258284620408,3,1.75,0.0,1480,1.5,98059,7,1981
8162,Average,2015-04-13,13.353475098367715,2,1.0,0.0,1050,1.0,98040,7,1959
8163,Average,2015-04-14,13.06155123800757,4,2.25,0.0,2070,1.0,98028,7,1958
8164,Average,2015-04-13,12.563572249343462,2,1.0,0.0,1170,1.0,98168,6,1948
8165,Good,2015-03-24,13.45597438174451,3,1.5,0.0,1090,1.0,98040,7,1958
8166,Average,2014-06-26,12.498742259492994,3,2.5,0.0,1650,2.0,98031,7,1991
8167,Average,2015-02-12,14.304090572782945,4,3.75,0.0,4410,3.0,98116,11,2003
8168,Fair,2015-03-30,12.779873068457553,4,2.5,0.0,1780,2.0,98058,7,1993
8169,Average,2014-09-17,12.608198852372823,3,1.0,0.0,1550,1.0,98118,7,1952
8170,Good,2014-05-21,13.815510557964274,4,2.75,0.0,2290,2.0,98115,7,1926
8171,Good,2015-04-20,12.524526376648708,4,2.0,0.0,2220,1.5,98030,7,1958
8172,Average,2015-05-03,13.071070083016778,3,1.75,0.0,1150,1.0,98106,6,1918
8173,Average,2014-06-23,12.468436909997665,4,2.5,0.0,2000,2.0,98042,8,1989
8174,Good,2014-07-18,12.9384405392434,2,1.75,0.0,1270,1.5,98133,7,1932
8175,Average,2014-11-19,13.112313041550827,5,1.0,0.0,1810,1.5,98178,7,1915
8176,Average,2015-01-14,12.7868906411162,3,1.0,0.0,1450,1.0,98125,6,1952
8177,Average,2014-08-25,13.03789422077788,2,1.5,0.0,1170,3.0,98103,7,2003
8178,Average,2014-09-03,12.460714863903755,3,2.5,0.0,1730,2.0,98003,8,1994
8179,Very Good,2015-04-11,13.304684934198283,3,2.25,0.0,2680,1.0,98059,8,1962
